Country,Province,District,Ward,Male,Female,Total,Households,Difference,M:F ratio,Total_District,Households_District,dist_Avg_House,prov(M/F),prov_Female %,prov_Male %,prov_Avg_house,dist_dist(M/F),dist_Female %,dist_Male %
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 01,3794,4125,7919,2429,331,92,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 02,12480,13758,26238,7106,1278,91,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 03,16636,18541,35177,9633,1905,90,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 04,13005,14134,27139,8155,1129,92,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 05,9611,10550,20161,5983,939,91,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 06,6142,6958,13100,3646,816,88,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 07,8433,8987,17420,4536,554,94,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 08,10519,11657,22176,5709,1138,90,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 09,11717,13300,25017,6708,1583,88,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 10,12639,14907,27546,7529,2268,85,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 11,7913,9719,17632,4755,1806,81,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 12,11892,13589,25481,6856,1697,88,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 13,8243,9359,17602,4803,1116,88,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 14,9082,10778,19860,5364,1696,84,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 15,6172,7297,13469,3448,1125,85,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 16,6771,8739,15510,4113,1968,77,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 17,7387,8848,16235,4263,1461,83,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 18,9769,11398,21167,5911,1629,86,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 19,8992,10552,19544,5164,1560,85,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 20,8146,10096,18242,4755,1950,81,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 21,12193,13516,25709,6597,1323,90,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 22,7784,9408,17192,4406,1624,83,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 23,7868,9453,17321,4673,1585,83,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 24,9787,11456,21243,5629,1669,85,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 25,10604,12566,23170,5958,1962,84,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 26,10227,12084,22311,5764,1857,85,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 27,17916,21889,39805,10448,3973,82,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 28,34295,40775,75070,19702,6480,84,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Bulawayo,Bulawayo Urban,Ward 29,7854,9642,17496,4673,1788,81,665952,178716,4,86,54,46,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 01,1964,2341,4305,1204,377,84,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 02,1954,2245,4199,1145,291,87,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 03,2225,2732,4957,1307,507,81,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 04,2841,3329,6170,1571,488,85,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 05,4146,4843,8989,2329,697,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 06,4059,4544,8603,2041,485,89,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 07,3086,3521,6607,1603,435,88,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 08,2360,2775,5135,1278,415,85,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 09,2329,2602,4931,1239,273,90,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 10,2531,3076,5607,1466,545,82,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 11,2866,3279,6145,1406,413,87,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 12,3944,4218,8162,1836,274,94,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 13,3155,3471,6626,1557,316,91,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 14,8582,10089,18671,4627,1507,85,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 15,4556,5540,10096,2329,984,82,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 16,3147,3561,6708,1624,414,88,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 17,1997,2425,4422,1056,428,82,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 18,3469,4047,7516,1692,578,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 19,2562,3066,5628,1315,504,84,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 20,3727,4278,8005,1793,551,87,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 21,3322,3883,7205,1646,561,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 22,6682,7855,14537,3162,1173,85,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 23,5687,6592,12279,2762,905,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 24,4571,5321,9892,2246,750,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 25,5667,6581,12248,2697,914,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 26,4095,4812,8907,2044,717,85,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 27,4444,5178,9622,2140,734,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 28,5821,6792,12613,2788,971,86,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 29,5686,6689,12375,2726,1003,85,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 30,2617,3105,5722,1336,488,84,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 31,2558,3040,5598,1434,482,84,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 32,2892,3301,6193,1463,409,88,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Buhera,Ward 33,6205,7042,13247,3222,837,88,271920,64084,4,90,53,47,4,86,54,46
Zimbabwe,Manicaland,Chimanimani,Ward 01,2830,2823,5653,1481,-7,100,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 02,2027,2331,4358,1044,304,87,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 03,2724,3265,5989,1506,541,83,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 04,4883,5697,10580,2708,814,86,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 05,3753,3963,7716,1889,210,95,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 06,1173,1395,2568,658,222,84,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 07,4213,4800,9013,2150,587,88,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 08,4319,4966,9285,2405,647,87,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 09,809,902,1711,425,93,90,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 10,1388,1645,3033,778,257,84,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 11,1452,1347,2799,747,-105,108,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 12,3194,2638,5832,1812,-556,121,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 13,6101,6776,12877,3088,675,90,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 14,3043,2964,6007,1698,-79,103,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 15,2931,3257,6188,1811,326,90,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 16,7071,7084,14155,3581,13,100,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 17,2192,2563,4755,1214,371,86,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 18,1173,1281,2454,650,108,92,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 19,1292,1544,2836,710,252,84,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 20,3382,3992,7374,1885,610,85,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 21,3960,4372,8332,2046,412,91,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 22,5415,5992,11407,2802,577,90,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chimanimani,Ward 23,3905,4792,8697,2067,887,81,153619,39155,4,90,53,47,4,91,52,48
Zimbabwe,Manicaland,Chipinge,Ward 01,4169,4942,9111,2202,773,84,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 02,3275,3907,7182,1735,632,84,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 03,5215,6429,11644,2749,1214,81,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 04,3243,4099,7342,1744,856,79,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 05,9266,9253,18519,4438,-13,100,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 06,7842,8660,16502,3909,818,91,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 07,3239,3135,6374,1638,-104,103,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 08,8414,8544,16958,4474,130,98,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 09,2854,3173,6027,1291,319,90,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 10,2879,2677,5556,1202,-202,108,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 11,1975,2098,4073,1037,123,94,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 12,2801,3128,5929,1306,327,90,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 13,5327,6130,11457,2473,803,87,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 14,2488,2970,5458,1255,482,84,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 15,4057,5014,9071,1903,957,81,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 16,6743,8118,14861,3379,1375,83,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 17,6743,8058,14801,3261,1315,84,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 18,5690,6651,12341,2703,961,86,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 19,7167,7904,15071,3761,737,91,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 20,9518,11749,21267,4837,2231,81,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 21,4993,6183,11176,2473,1190,81,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 22,5448,6376,11824,2517,928,85,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 23,5243,6057,11300,2302,814,87,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 24,14013,17147,31160,7321,3134,82,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 25,7271,8860,16131,3025,1589,82,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 26,10692,12108,22800,5046,1416,88,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 27,4067,5078,9145,1969,1011,80,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 28,10809,12353,23162,4400,1544,88,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 29,6755,7799,14554,2800,1044,87,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Chipinge,Ward 30,2081,2382,4463,896,301,87,375259,84046,4,90,53,47,4,87,54,46
Zimbabwe,Manicaland,Makoni,Ward 01,1861,2094,3955,1011,233,89,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 02,4276,4473,8749,2011,197,96,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 03,3799,4015,7814,2019,216,95,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 04,256,194,450,99,-62,132,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 05,5392,5906,11298,3052,514,91,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 06,6555,6051,12606,3118,-504,108,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 07,5668,5955,11623,2798,287,95,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 08,6797,6571,13368,3195,-226,103,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 09,5109,5141,10250,2279,32,99,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 10,3749,3745,7494,1784,-4,100,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 11,3624,3291,6915,1928,-333,110,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 12,5822,6558,12380,3277,736,89,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 13,760,692,1452,347,-68,110,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 14,2101,2351,4452,1176,250,89,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 15,3578,4122,7700,2000,544,87,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 16,6465,7689,14154,3752,1224,84,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 17,5512,5165,10677,2520,-347,107,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 18,2745,3105,5850,1446,360,88,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 19,2564,2923,5487,1475,359,88,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 20,3309,3699,7008,1856,390,89,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 21,1907,2109,4016,1031,202,90,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 22,1760,1988,3748,980,228,89,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 23,3981,4361,8342,2182,380,91,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 24,2776,3386,6162,1605,610,82,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 25,3489,4061,7550,2059,572,86,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 26,3889,4398,8287,2235,509,88,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 27,3967,4521,8488,2201,554,88,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 28,1877,2101,3978,1061,224,89,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 29,1529,1763,3292,915,234,87,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 30,3102,3323,6425,1589,221,93,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 31,5219,5573,10792,2191,354,94,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 32,737,904,1641,485,167,82,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 33,1850,2153,4003,1125,303,86,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 34,2413,2382,4795,1153,-31,101,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 35,6321,6162,12483,2870,-159,103,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 36,2665,2766,5431,1374,101,96,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 37,7170,6338,13508,3693,-832,113,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 38,3663,3316,6979,2006,-347,110,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Makoni,Ward 39,2354,2485,4839,1188,131,95,288441,73086,4,90,53,47,4,95,51,49
Zimbabwe,Manicaland,Mutare Rural,Ward 01,6526,6136,12662,2973,-390,106,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 02,6565,6875,13440,2776,310,95,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 03,9233,9548,18781,4258,315,97,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 04,1709,1920,3629,892,211,89,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 05,1443,1589,3032,796,146,91,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 06,3685,4158,7843,1912,473,89,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 07,2647,2608,5255,1386,-39,101,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 08,1105,1213,2318,503,108,91,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 09,2971,3331,6302,1406,360,89,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 10,4061,4661,8722,1989,600,87,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 11,3773,4309,8082,1811,536,88,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 12,3010,3412,6422,1527,402,88,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 13,2655,2832,5487,1220,177,94,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 14,2477,2693,5170,1220,216,92,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 15,8038,9145,17183,4155,1107,88,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 16,9916,12121,22037,4632,2205,82,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 17,3403,4025,7428,1663,622,85,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 18,3372,3916,7288,1714,544,86,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 19,3281,3861,7142,1694,580,85,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 20,2085,2398,4483,1086,313,87,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 21,2015,2579,4594,1161,564,78,306760,70560,4,90,53,47,4,92,52,48
Zimbabwe,Manicaland,Mutare Rural,Ward 22,6158,6641,12799,2838,483,93,306760,70560,4,90,53,47,4,92,52,48
